Company,Year,URL,screenshot,email_text
Wellsfargo_Login,2009,https://online.wellsfargo.com/login,wellsfargoLogin_0.png,"Dear Debra Garcia,

A new device logged into your Wellsfargo_login account. Check your activity log to confirm.

Sincerely,
Wellsfargo_login Support"
Wellsfargo_Login,2009,https://online.wellsfargo.com/login,wellsfargoLogin_1.png,"Dear Amanda Williams,

We require you to update your login credentials. Use the link provided below to proceed.

Thank you,
Wellsfargo_login Customer Service"
Wellsfargo_Login,2009,https://online.wellsfargo.com/login,wellsfargoLogin_2.png,"Dear Antonio Stevens,

Thank you for your purchase! Access your Wellsfargo_login account to view your receipt.

Thank you,
Wellsfargo_login Customer Service"
Wellsfargo_Login,2011,https://online.wellsfargo.com/login,wellsfargoLogin_3.png,"Dear Julie Singleton,

Multiple failed login attempts have locked your account. Sign in to confirm your identity.

Best regards,
Wellsfargo_login Security Team"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_0.png,"Dear Victoria Vega,

Someone attempted to sign into your Wellsfargo account. If you recognize this, you can ignore this message. Otherwise, secure your account immediately.

Sincerely,
Wellsfargo Support"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_1.png,"Dear Linda Maxwell,

We’re performing scheduled maintenance on Wellsfargo services. Update your account details if necessary.

Sincerely,
Wellsfargo Support

Help & Contact: support@Wellsfargo.com
Security Apps: Download our latest app
Hash: 272981"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_2.png,"Dear James Griffin,

A password reset for your Wellsfargo account was initiated but not finished. If this wasn’t you, contact support.

Sincerely,
Wellsfargo Support"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_3.png,"Dear Customer,

We’ve noticed a large withdrawal from your account. Contact us immediately if this wasn’t you.

Sincerely,
Wellsfargo Support"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_6.png,"Dear Patrick Norman,

Your monthly invoice from Wellsfargo is ready. Review it in your account portal.

Thank you,
Wellsfargo Customer Service"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_7.png,"Dear Customer,

Your transaction was processed successfully. Log in to your account for more information.

Sincerely,
Wellsfargo Support"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_8.png,"Dear Francisco Brooks,

We’ve processed your refund. View the details in your Wellsfargo account.

Thank you,
Wellsfargo Customer Service"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_9.png,"Dear Joshua Acevedo,

Your new device was registered successfully. Update your preferences or review your account for details.

Best regards,
Wellsfargo Security Team"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_13.png,"Dear Kevin Williams,<br><br>We detected a new device login to your Wellsfargo account. Confirm it was you by reviewing the activity log.<br><br>Sincerely,<br>Wellsfargo Support"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_14.png,"Dear Angela Hardy,<br><br>Your Wellsfargo account was accessed from an unknown location. Please confirm your identity to continue.<br><br>Sincerely,<br>Wellsfargo Support"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_18.png,"Dear Customer,

Your account information needs to be updated. Click the link below to update your login credentials.

Thank you,
Wellsfargo Customer Service"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_19.png,"Dear Customer,

Multiple failed login attempts have locked your account. Sign in to confirm your identity.

Thank you,
Wellsfargo Customer Service"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_21.png,"Dear Erik Wright,

There’s a query regarding your recent transaction. Contact our support team for clarification.

Thank you,
Wellsfargo Customer Service"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_22.png,"Dear Jeffery Clark,

Your recent purchase from Wellsfargo has been processed. View your receipt in your account.

Best regards,
Wellsfargo Security Team"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_25.png,"Dear Brenda Beck,

Check your latest transactions to view your current Wellsfargo account balance.

Sincerely,
Wellsfargo Support"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_26.png,"Dear Matthew Davis,<br><br>We noticed a new sign-in to your Wellsfargo account from a device we don't recognize. Confirm it was you.<br><br>Thank you,<br>Wellsfargo Customer Service"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_30.png,"Dear Customer,

A sign-in attempt was made using your Wellsfargo account. If this was you, no action is needed. Otherwise, secure your account.

Best regards,
Wellsfargo Security Team"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_34.png,"Dear Jonathan Palmer MD,

Scheduled maintenance is planned for Wellsfargo services. Ensure your account details are up to date.

Sincerely,
Wellsfargo Support"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_35.png,"Dear Lisa Nelson,

Your Girocard is on its way. Activate it as soon as you receive it.

Thank you,
Wellsfargo Customer Service"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_36.png,"Dear Sheila Taylor,

A payment was processed via Wellsfargo at [random location]. Log in to check your account activity.

Best regards,
Wellsfargo Security Team"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_37.png,"Dear Mary Hughes,

An email update request was submitted for your Wellsfargo account. Confirm if this was you.

Sincerely,
Wellsfargo Support"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_38.png,"Dear Customer,

We have a question regarding a recent transaction. Please contact our support team at your earliest convenience.

Sincerely,
Wellsfargo Support"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_39.png,"Dear Edward Smith,

We require you to update your login credentials. Use the link provided below to proceed.

Sincerely,
Wellsfargo Support"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_40.png,"Dear Abigail Zimmerman,

Your invoice for this month is available in your Wellsfargo account. Log in to review it.

Thank you,
Wellsfargo Customer Service"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_41.png,"Dear Customer,

Unusual activity was detected on your Wellsfargo account. Kindly sign in to check your latest transactions.

Thank you,
Wellsfargo Customer Service"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_43.png,"Dear Bradley White,

A new device logged into your Wellsfargo account. Check your activity log to confirm.

Best regards,
Wellsfargo Security Team"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_44.png,"Dear Timothy Baird,

Your account balance update: Review your latest transactions to stay informed.

Thank you,
Wellsfargo Customer Service"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_45.png,"Dear Cassidy Clements,

A new device has been added to your Wellsfargo account. Review your preferences to ensure everything is set up properly.

Thank you,
Wellsfargo Customer Service"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_46.png,"Dear Erin Perez,

Your Wellsfargo transaction at [random location] was successful. Review your recent transactions.

Best regards,
Wellsfargo Security Team"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_48.png,"Dear Customer,

A new device accessed your Wellsfargo account. Verify if this activity was authorized.

Best regards,
Wellsfargo Security Team"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_50.png,"Dear Keith Lee,

Thank you for your purchase! Access your Wellsfargo account to view your receipt.

Best regards,
Wellsfargo Security Team"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_52.png,"Dear Dalton Allen,

Your Wellsfargo account has been flagged for potential unauthorized access. Secure it immediately.

Best regards,
Wellsfargo Security Team"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_53.png,"Dear David Jones,

Your refund has been processed. Check your account for the details.

Best regards,
Wellsfargo Security Team"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_55.png,"Dear Customer,

We suspect unauthorized access to your Wellsfargo account. Take steps now to secure it.

Best regards,
Wellsfargo Security Team"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_56.png,"Dear Jason George,

A large withdrawal was made from your account. Contact us immediately if this was unauthorized.

Best regards,
Wellsfargo Security Team"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_57.png,"Dear Cynthia Wheeler,

We noticed unusual activity on your Wellsfargo account. Please log in to review your recent transactions.

Best regards,
Wellsfargo Security Team"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_58.png,"Dear Deborah Kidd,

We received a request to reset your password. Click the link below if this was you.

Thank you,
Wellsfargo Customer Service

Help & Contact: support@Wellsfargo.com
Security Apps: Download our latest app
Hash: 543584"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_65.png,"Dear Edward Lewis,

A password reset request was made for your Wellsfargo account. If this was you, click below to reset your password.

Thank you,
Wellsfargo Customer Service"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_66.png,"Dear Monica Johnson,

Payment confirmation: Your recent transaction has been successfully processed. Check your account for details.

Thank you,
Wellsfargo Customer Service

Help & Contact: support@Wellsfargo.com
Security Apps: Download our latest app
Hash: 986439"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_72.png,"Dear Jesse Smith,

Unusual login attempt detected: Your account was accessed from a new location. Verify your identity to proceed.

Thank you,
Wellsfargo Customer Service"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_78.png,"Dear Customer,

A password reset was requested but not completed. Contact support if this was not you.

Thank you,
Wellsfargo Customer Service"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_80.png,"Dear Shelley White,

Your account has been temporarily locked due to multiple failed login attempts. Please log in to verify your identity.

Thank you,
Wellsfargo Customer Service"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_81.png,"Dear Brian Ayers,

Your new Girocard has been issued and will arrive shortly. Please activate it upon receipt.

Best regards,
Wellsfargo Security Team"
Wellsfargo,2008,https://www.wellsfargo.com/,wellsfargo_83.png,"Dear Gary Ramos,

A request to update your email address was received for your Wellsfargo account. Was this you?

Sincerely,
Wellsfargo Support"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_122.png,"Dear Jennifer Caldwell,

Someone attempted to sign into your Wellsfargo_login account. If you recognize this, you can ignore this message. Otherwise, secure your account immediately.

Thank you,
Wellsfargo_login Customer Service"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_123.png,"Dear Victoria Silva,

We’ve processed your refund. View the details in your Wellsfargo_login account.

Best regards,
Wellsfargo_login Security Team"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_128.png,"Dear Manuel Martin,

Your transaction was processed successfully. Log in to your account for more information.

Thank you,
Wellsfargo_login Customer Service"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_129.png,"Dear Pamela Lee,

There’s a query regarding your recent transaction. Contact our support team for clarification.

Thank you,
Wellsfargo_login Customer Service"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_130.png,"Dear Veronica Lambert,<br><br>Your Girocard is on its way. Activate it as soon as you receive it.<br><br>Best regards,<br>Wellsfargo_login Security Team"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_132.png,"Dear James Guerra,

A password reset request was made for your Wellsfargo_login account. If this was you, click below to reset your password.

Best regards,
Wellsfargo_login Security Team"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_140.png,"Dear Antonio Boyd,<br><br>A payment was processed via Wellsfargo_login at [random location]. Log in to check your account activity.<br><br>Thank you,<br>Wellsfargo_login Customer Service"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_141.png,"Dear Karen Riley,

We’re performing scheduled maintenance on Wellsfargo_login services. Update your account details if necessary.

Best regards,
Wellsfargo_login Security Team"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_152.png,"Dear Kimberly Myers,

Check your latest transactions to view your current Wellsfargo_login account balance.

Thank you,
Wellsfargo_login Customer Service"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_160.png,"Dear Gregory Davenport,

We received a request to reset your password. Click the link below if this was you.

Best regards,
Wellsfargo_login Security Team"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_163.png,"Dear Brian Ayers,

Your account has been temporarily locked due to multiple failed login attempts. Please log in to verify your identity.

Best regards,
Wellsfargo_login Security Team"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_168.png,"Dear Crystal Santos,

A password reset for your Wellsfargo_login account was initiated but not finished. If this wasn’t you, contact support.

Best regards,
Wellsfargo_login Security Team"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_170.png,"Dear Melissa Johnson,

A password reset was requested but not completed. Contact support if this was not you.

Sincerely,
Wellsfargo_login Support

Help & Contact: support@Wellsfargo_login.com
Security Apps: Download our latest app
Hash: 702631"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_172.png,"Dear James Pearson,

We’ve noticed a large withdrawal from your account. Contact us immediately if this wasn’t you.

Best regards,
Wellsfargo_login Security Team"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_174.png,"Dear Customer,<br><br>We noticed unusual activity on your Wellsfargo_login account. Please log in to review your recent transactions.<br><br>Thank you,<br>Wellsfargo_login Customer Service"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_203.png,"Dear Jessica Bolton,

Your refund has been processed. Check your account for the details.

Thank you,
Wellsfargo_login Customer Service"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_205.png,"Dear Michael Hancock,

An email update request was submitted for your Wellsfargo_login account. Confirm if this was you.

Thank you,
Wellsfargo_login Customer Service"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_206.png,"Dear Jerome Daniel,

Your new Girocard has been issued and will arrive shortly. Please activate it upon receipt.

Thank you,
Wellsfargo_login Customer Service

Help & Contact: support@Wellsfargo_login.com
Security Apps: Download our latest app
Hash: 513080"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_207.png,"Dear Robert Palmer,

Your account balance update: Review your latest transactions to stay informed.

Best regards,
Wellsfargo_login Security Team"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_211.png,"Dear Betty Wallace,

A new device accessed your Wellsfargo_login account. Verify if this activity was authorized.

Thank you,
Wellsfargo_login Customer Service"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_215.png,"Dear Sonia Day,

Scheduled maintenance is planned for Wellsfargo_login services. Ensure your account details are up to date.

Sincerely,
Wellsfargo_login Support"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_221.png,"Dear Customer,

A new device has been added to your Wellsfargo_login account. Review your preferences to ensure everything is set up properly.

Thank you,
Wellsfargo_login Customer Service"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_225.png,"Dear Customer,

Payment confirmation: Your recent transaction has been successfully processed. Check your account for details.

Sincerely,
Wellsfargo_login Support

Help & Contact: support@Wellsfargo_login.com
Security Apps: Download our latest app
Hash: 455059"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_226.png,"Dear Justin Pratt,

Your Wellsfargo_login account was accessed from an unknown location. Please confirm your identity to continue.

Sincerely,
Wellsfargo_login Support"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_236.png,"Dear Gregory Bender,

Your Wellsfargo_login transaction at [random location] was successful. Review your recent transactions.

Sincerely,
Wellsfargo_login Support"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_237.png,"Dear Anthony Williams,

Unusual activity was detected on your Wellsfargo_login account. Kindly sign in to check your latest transactions.

Sincerely,
Wellsfargo_login Support"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_239.png,"Dear Customer,

Your account information needs to be updated. Click the link below to update your login credentials.

Thank you,
Wellsfargo_login Customer Service"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_240.png,"Dear Jerome Graves,

A request to update your email address was received for your Wellsfargo_login account. Was this you?

Thank you,
Wellsfargo_login Customer Service"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_242.png,"Dear Maurice Thompson,

We noticed a new sign-in to your Wellsfargo_login account from a device we don't recognize. Confirm it was you.

Sincerely,
Wellsfargo_login Support"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_244.png,"Dear Alex Hunt,

We have a question regarding a recent transaction. Please contact our support team at your earliest convenience.

Best regards,
Wellsfargo_login Security Team"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_245.png,"Dear Jennifer Baxter,

Your invoice for this month is available in your Wellsfargo_login account. Log in to review it.

Thank you,
Wellsfargo_login Customer Service"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_246.png,"Dear Christie Wilson,<br><br>We suspect unauthorized access to your Wellsfargo_login account. Take steps now to secure it.<br><br>Thank you,<br>Wellsfargo_login Customer Service"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_247.png,"Dear Mckenzie Sims,

Your monthly invoice from Wellsfargo_login is ready. Review it in your account portal.

Thank you,
Wellsfargo_login Customer Service

Help & Contact: support@Wellsfargo_login.com
Security Apps: Download our latest app
Hash: 770732"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_248.png,"Dear Taylor Lewis,

We detected a new device login to your Wellsfargo_login account. Confirm it was you by reviewing the activity log.

Sincerely,
Wellsfargo_login Support"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_249.png,"Dear Christina Roberts,

Your Wellsfargo_login account has been flagged for potential unauthorized access. Secure it immediately.

Best regards,
Wellsfargo_login Security Team

Help & Contact: support@Wellsfargo_login.com
Security Apps: Download our latest app
Hash: 974141"
Wellsfargo_Login,2008,https://www.wellsfargo.com/,wellsfargo_250.png,"Dear Melissa Simpson,

A sign-in attempt was made using your Wellsfargo_login account. If this was you, no action is needed. Otherwise, secure your account.

Sincerely,
Wellsfargo_login Support"
Wellsfargo_Login,2009,https://www.wellsfargo.com/,wellsfargo_254.png,"Dear Daniel Moon,

A large withdrawal was made from your account. Contact us immediately if this was unauthorized.

Best regards,
Wellsfargo_login Security Team"
Wellsfargo_Login,2009,https://www.wellsfargo.com/,wellsfargo_255.png,"Dear Darren Rodriguez,

Unusual login attempt detected: Your account was accessed from a new location. Verify your identity to proceed.

Sincerely,
Wellsfargo_login Support

Help & Contact: support@Wellsfargo_login.com
Security Apps: Download our latest app
Hash: 373868"
Wellsfargo_Login,2009,https://www.wellsfargo.com/,wellsfargo_256.png,"Dear Andrew Oconnor,

Your new device was registered successfully. Update your preferences or review your account for details.

Best regards,
Wellsfargo_login Security Team"
Wellsfargo_Login,2009,https://www.wellsfargo.com/,wellsfargo_257.png,"Dear Sandra Jordan,

Your recent purchase from Wellsfargo_login has been processed. View your receipt in your account.

Sincerely,
Wellsfargo_login Support"
bankAmerica,,http://www.bankofamerica.com/,bankAmerica_1.png,"Dear Cindy Mercer,

Your transaction was processed successfully. Log in to your account for more information.

Best regards,
Bankamerica Security Team"
bankAmerica,,http://www.bankofamerica.com/,bankAmerica_10.png,"Dear Mike Krause,

Your Bankamerica account has been flagged for potential unauthorized access. Secure it immediately.

Best regards,
Bankamerica Security Team"
bankAmerica,,http://www.bankofamerica.com/,bankAmerica_100.png,"Dear Scott Williams,

A new device logged into your Bankamerica account. Check your activity log to confirm.

Thank you,
Bankamerica Customer Service"
bankAmerica,,http://www.bankofamerica.com/,bankAmerica_101.png,"Dear Customer,

Unusual activity was detected on your Bankamerica account. Kindly sign in to check your latest transactions.

Thank you,
Bankamerica Customer Service

Help & Contact: support@Bankamerica.com
Security Apps: Download our latest app
Hash: 394906"
